Title,Cluster
Magazine Nobody for Zee News by spark* - The ad was created to promote 'Everyday Heroes' - a programme on Zee News that saluted normal people who made a di...,2
Television The New Jetta. Worth Everything for Volkswagen Jetta by DDB Mudra - The New Jetta. Worth Everything,1
"Other Animation Evict Them! In 5 Easy Steps for Witness/Amnesty International by Pentagram - In 2013, WITNESS, Amnesty International and Pentagram collabor...",2
Web Film Mother Exchange for Fortune by Ogilvy India,1
"Branded Content DBS Chilli Paneer 2 for DBS Bank by Publicis Sapient - In 2014, DBS Bank launched in India with Chilli Paneer, a digital film about a young...",2
Poster Land for Greenpeace by McCann Worldgroup India - Bring back the balance,4
Poster Water for Greenpeace by McCann Worldgroup India - Bring back the balance,1
"Print Child in a box for Stop Child Labour by McCann Worldgroup India - In India over more than 2,00,000 young kids are employed in the matchbox Industry....",2
Poster Air for Greenpeace by McCann Worldgroup India - Bring Back the Balance,4
Web Film The world wants more of a good thing for iCONGO by BBDO India,1
"Web Film Project Resume for Salaam Bombay  by FCB India - In most parts of India, the birth of a girl is considered a curse. Not surprisingly, education an...",2
Case Study Abaya Fashion Revolution for Persil by OMD Digital,1
"Packaging, Branding & Design Visa Saree for Visa by BBDO India",1
Social Media 2014 TDP Student (Female) Ad for TDP by Creative Minds,1
Case Study Health Cha Shree Ganesh for Nutralite by DDB Mudra,0
Television & Cinema The Red Ramp Project for Johnson Tiles by Soho Square,4
Television A Single Step for Johnnie Walker by BBH Mumbai,4
"Web Film Shot on iPhone 6 by Amar R. for iPhone by TBWA\Media Arts Lab - 2014, Chennai, IndiaÂ ",1
Television How to Start A Plane for Tata Gluco Plus by  Wunderman Thompson South Asia,1
Web Film Why Ask Why? Say Why Not! for Lipton Ice Tea by DDB FZ LLC,4
Web Film The Visit for Anouk by Ogilvy India,0
Integrated Media/360 Activation Touch The Pickle for Whisper by BBDO India - Â ,4
Case Study Share The Load (board) for Ariel by BBDO India,1
Outdoor/Out of Home Basement for DISH TV by McCann Mumbai,1
Print French Horn for Gastrina by McCann Mumbai - Â ,0
Print Flugel Horn for Gastrina by McCann Mumbai - Â ,0
Print Saxophone for Gastrina by McCann Mumbai - Â ,4
Print Cutter for DHL by Grey Group India,1
Outdoor/Out of Home Puddle for DISH TV by McCann Mumbai,1
Outdoor/Out of Home Sofa for DISH TV by McCann Mumbai,1
Print Ripped for DHL by Grey Group India,1
Print Scissors for DHL by Grey Group India,0
Outdoor/Out of Home Brain for Durex by Creativeland Asia,1
Outdoor/Out of Home Gut for Durex by Creativeland Asia,1
Outdoor/Out of Home Brain for Durex by Creativeland Asia,1
Case Study Touch The Pickle for Whisper by BBDO India,1
Print Print 3 for Samsung by Cheil India - Let help find you. Samsung smartphones with SOS alert.,3
Print Print 2 for Samsung by Cheil India - Let help find you. Samsung smartphones with SOS alert.,3
Case Study Share The Load for Ariel by BBDO India,1
Print Eiffel Tower for Switek by J. Walter Thompson Delhi - Switek Powerful Torches. See Further,0
Television Father & Daughter for Havells by MullenLowe Lintas Group,0
Poster Alice In Wonderland for Puffin by Ogilvy India,0
Poster Cinderella for Puffin by Ogilvy India,0
Poster Volkswagen Bi-Xenon Headlamps for Volkswagen by DDB Mudra,0
Poster Volkswagen - Automatic Distance Control for Volkswagen by DDB Mudra,0
Case Study The Self-Defense Umbrella for Vodafone Mpesa by Ogilvy India,1
Case Study The Seatbelt Crew for Star TV by Ogilvy India,1
Television Silk Now Bubbled Up For Joy for Cadbury Dairy Milk Silk Chocolate by Ogilvy India,1
Television I Am Mumbai 2014 for Mumbai Mirror by Taproot Dentsu,1
Television & Cinema See What You Save for WWF/NSPCA by Ogilvy India,1
"Print Weaver's Village for Turtle by J. Walter Thompson Kolkata - Hand spun and hand woven, Khadi was referred to, by Mahatma Gandhi as the âlivery of free...",2
"Print Red Fort for Turtle by J. Walter Thompson Kolkata - Hand spun and hand woven, Khadi was referred to, by Mahatma Gandhi as the âlivery of freedo...",2
"Print Dandi March for Turtle by J. Walter Thompson Kolkata - Hand spun and hand woven, Khadi was referred to, by Mahatma Gandhi as the âlivery of freedomâ....",2
Web Film The Gift She Deserves for PostPickle.com by Ogilvy India,4
Social Media Neighbours for Maggi,4
Social Media Mom for Maggi,4
Social Media Menu Cards for Maggi,4
Web Film How to get perfect red lips for Make Love Not Scars by Ogilvy India,4
Web Film How to apply eyeliner for Make Love Not Scars by Ogilvy India,4
Case Study Volkswagen Identity for Volkswagen Group Sales India Pvt. Ltd. by DDB Mudra Group,1
Web Film A story that took sixty-eight years to find an ending for OLX by Leo Burnett India,4
Web Film An old LP record rekindles a 68-year-old memory! for OLX by Leo Burnett India,4
"Television & Cinema No More Drama for Emirates NBD by FP7/DXB - McCann Worldgroup - Emirates NBD introduced DirectRemit, a product that enables people to t...",2
"Web Film 2015 Chevrolet Football Mascots- Sonu from Kalkota, India for Chevrolet by Commonwealth//McCann",3
Outdoor/Out of Home Zebra Crossing for Hero Motorcop by J. Walter Thompson Delhi,3
"Case Study Donate a face for CHHANV Foundation by Cheil India - Acid attacks, where corrosive acid is thrown on the face of women happens regularly in Indi...",2
Web Film Creep Qawwali for TrulyMadly by Vigyapanti,4
Web Film The Great Khali for Ambuja Cement by Publicis India - Everyone wishes a Giant to be born in their neighbourâs house.Dalip Singhâs parents were no...,2
Web Film Paper Patakha for Big Bazaar by DDB Mudra Group,1
Television Gift for Pepperfry by Saatchi & Saatchi,0
"Radio Maharaja for Commercial Insurance by Impact BBDO - To advertise the Travel Insurance from Commercial Insurance, we banked on a simple insight: You ne...",2
Print Beetwister for Khaitan by J. Walter Thompson Kolkata,0
Print Chillitwister for Khaitan by J. Walter Thompson Kolkata,0
Print Carrotwister for Khaitan by J. Walter Thompson Kolkata,0
Web Film Change The Convention  for BIBA by Brandmovers,4
"Television & Cinema PulsarRS200 Director's Cut for Pulsar RS200 by Ogilvy India - As the town clock strikes 3pm, the crowd gets ready to experience their d...",2
Television Shine On for Damas Jewellery,4
Television Thick & Long  for Sunsilk by BC Web Wise,4
Television Fakir Academy for Volkswagen Passat by TRY/Apt,1
"Web Film Fuelled by Love for British Airways by Publicis Sapient - As the Indian economy grows, the number of Indians travelling abroad is growing at an ex...",2
Print Facebook for ACT by Bells & Whistles - Stop cyber-bullying. Use social media. Don't abuse it.,3
Print Twitter for ACT by Bells & Whistles - Stop cyber-bullying. Use social media. Don't abuse it.,3
Print YouTube for ACT by Bells & Whistles - Stop cyber-bullying. Use social media. Don't abuse it.,3
"Television & Cinema Sow, donât throw! for Helpusgreen by Dentsu Webchutney",0
Corporate/Brand Identity 1 for Amukta - Logo Design Company,4
"Digital Tinju Tinja for Aksi Nasional Tinju Tinja by Fortune Indonesia - Based on the Joint Monitoring Program report (2014), published by UNICEF and the W...",2
Web Film Dads #ShareTheLoad for Ariel by BBDO India,1
Television Tea India 1 for Tea India  by Nexus Multinational,1
Television Tea India 2 for Tea India  by Nexus Multinational,1
"Case Study A Story of Women, Food and Change for Maggi by Publicis Middle East - Women in the Middle East may rule their homes, but feel increasingly trapp...",2
Television Skoda Superb 45sec  for Skoda Superb by Publicis Ambience India Pvt. Ltd. - Best In Next Class,1
Television Pulsar RS200 'Raise A Storm' for Puslar RS200 by Ogilvy & Mather India,1
Television Fogg Scent 'Butterflies' for Fogg Scent by The Womb,0
Television Himalayan for Royal Enfield by Wieden + Kennedy,4
Case Study Amoda Reserve for Amoda Reserve by Creativeland Asia,1
Poster Radio Works Better When it's Outdoor for IOAA by Taproot Dentsu,4
Others Musical Instruments for Dabur India Limited by McCann Mumbai,0
"Television DeoReborn for Cinthol by Creativeland Asia - Bro, the deo spray has made the ultimate sacrifice and changed forever. Its new avatar, CINTHOL DEO...",2
Print Two trees for Sanctuary Asia by DDB Mudra - Trees for Life,0
Print Bushy trees for Sanctuary Asia by DDB Mudra - Trees for Life,3
Print Different trees for Sanctuary Asia by DDB Mudra - Trees for Life,0
Television & Cinema Marriage for Porsche by ACHTUNG! mcgarrybowen,4
Digital Rin Career Ready Academy for Rin by PHD India,1
Case Study The girl from the future for Lifebuoy by MullenLowe Singapore,4
Digital Kite for Jivdaya Charitable Trust by McCann Mumbai,1
Print The Prodigies of Mother's Pride for Mother's Pride by Out of the Box,0
Web Film The Extra Mile for Always by Miami Ad School,4
Logotype Rajasthan Tourism Board for Rajasthan Tourism by Ogilvy India - People's perception about Rajasthan had been reduced to forts and palaces. However...,2
Print Help a child make it through for CRY by BBH Mumbai - Right to write ,4
Print Help a child make the climb for CRY by BBH Mumbai - Right to write ,4
Print Help a child find his way  for CRY by BBH Mumbai - Right to write ,4
Case Study 6 Pack Band for Brooke Bond Red Label Tea by Mindshare India,1
Case Study Beauty Tips by Reshma for Make Love Not Scars by Ogilvy India,4
"Case Study OnePlus 2 Launch for Smartphone by Jack Morton Worldwide - OnePlus, a global technology startup wanted to launch their newest flagship smartphon...",2
Digital The Dancing Letters for Maharashtra Dyslexia Association by McCann Mumbai,0
Digital Blood Banking for The Indian Red Cross Society by  Wunderman Thompson South Asia,0
Print Fisherwoman for Sleep Apnoea India by  Wunderman Thompson South Asia,0
Print Milkman for Sleep Apnoea India by  Wunderman Thompson South Asia,0
Print Mechanic for Sleep Apnoea India by  Wunderman Thompson South Asia,0
Case Study Dipper Condoms for Tata Motors by Rediffusion - Dentsu Y&R,1
Case Study Slums Housing Colonies for Worms for Zentel by Medulla Communications Pvt. Ltd.,3
Case Study The Traffic Gaaye for Videocon by Y&R Dubai,4
Web Film Last Words for Indian Association of Palliative Care by Medulla Communications Pvt. Ltd.,3
Case Study ADHD Symptom Stamps for Johnson & Johnson  by Medulla Communications Pvt. Ltd.,3
Radio Nokia for Truecaller by Contract Advertising,0
Radio Man for Thomas Cook by Law & Kenneth Communications,0
Radio Woman for Thomas Cook by Law & Kenneth Communications,4
Case Study Daughters of Mother India for Responsible Films by Corporate Voice | Weber Shandwick - Mumbai,4
Case Study LO KAR LO BAAT for ACTIVE WHEEL DETERGENT by PHD India,1
Television Nike Presents Da Da Ding for Nike by Wieden + Kennedy,4
Television Sampoerna for A Mild by Bates CHI & Partners,4
Case Study Minecraft Rebuild for Minecraft by Miami Ad School,4
Web Film #CitizensofFashion for Amazon by Ogilvy Bangalore,0
Case Study The Awesome Job You Can't Apply For for Grants Blended Whisky by Publicis Sapient - Newly Grown Ups (NGUs) in India are high earning 25-30 year...,2
"Digital 100 and Running for NestlÃ© India by Publicis Sapient - Many brands in India have been around for 100 years and Nestle is one of them, but why shoul...",2
Web Film Renew your insurance for Coverfox by BBH Mumbai,1
Web Film Made of Bold for Royal Challenge Sports Drink by DDB Mudra,1
Web Film #iAmTeamIndia for Edelweiss by Scarecrow M&C Saatchi,0
Television Junglee Rummy for Junglee Games Portal by J. Walter Thompson Mindset Hyderabad,1
Television & Cinema Brewery for RBC by BBDO Canada - Let's Make Someday Happen,3
Television & Cinema Next Gen for RBC by BBDO Canada - Let's Make Someday Happen,4
Television & Cinema Hometown V2 for RBC by BBDO Canada - Let's Make Someday Happen,4
Television & Cinema Mobile for RBC by BBDO Canada - Let's Make Someday Happen,4
Television & Cinema Inspire A Billion with Football for Kokuyo Camlin by Big I Tuna - Stationery and art brand Kokuyo Camlin has rolled out a digital initi...,2
Television & Cinema Inspire a Billion with Gymnastics for Kokuyo Camlin by Big I Tuna - Stationery and art brand Kokuyo Camlin has rolled out a digital ini...,2
Television & Cinema Inspire a Billion with Swimming for Kokuyo Camlin by Big I Tuna - Stationery and art brand Kokuyo Camlin has rolled out a digital initi...,2
Television & Cinema Inspire A Billion with Hockey for Kokuyo Camlin by Big I Tuna - Stationery and art brand Kokuyo Camlin has rolled out a digital initiat...,2
Television & Cinema #FlyTheNewFeeling for Air Vistara by MullenLowe Lintas Group - Film actress Deepika Padukone flies high in latest spot directed by Geor...,2
Television & Cinema  Jhatka mana hai for Bajaj by Ogilvy India,1
Television Dare to Do for De Montfort University by Cubo - The campaign showcases DMU students that have succeeded through daring to do. These students inc...,2
"Web Film Mom Be A Girl Again for Amazon.com by Ogilvy Bangalore - Harshavardhan Kulkarni directs series of heartwarming films for O&M Bangalore
Amazon...",2
"Web Film MomBeAGirlAgain 2 for Amazon.com by Ogilvy Bangalore - Harshavardhan Kulkarni directs series of heartwarming films for O&M Bangalore
Amazon In...",2
"Web Film MomBeAGirlAgain 3 for Amazon.com by Ogilvy Bangalore - Harshavardhan Kulkarni directs series of heartwarming films for O&M Bangalore
Amazon In...",2
"Web Film One Faith for United Colors of Benetton by TTT  - 'One Faith' is a heartwarming film that gently shows you a mirror, a mirror that gives us a real...",2
Television Odds for adidas by Taproot Dentsu,4
Web Film Uber Moves Shankar for Uber by BBH Mumbai,1
Poster Newspaper Works Better When it's Outdoor for IOAA by Taproot Dentsu,0
Print Cherry for Dulux by Taproot Dentsu - To use a 2D medium to highlight a 3D finish.,3
Print Orange for Dulux by Taproot Dentsu - To use a 2D medium to highlight a 3D finish.,3
Print Olive for Dulux by Taproot Dentsu - To use a 2D medium to highlight a 3D finish.,3
Case Study The Nations Bike (board) for Bajaj by Leo Burnett India,0
Web Film #MemoriesForLife for HDFC Life by Leo Burnett India,1
Case Study Snap Counsellors for LoveDoctor.in by TBWA\India,3
Case Study The Story of an Unborn Child for Lifebuoy by MullenLowe Singapore,4
"Print Uncle's Fist for School of Life by Ogilvy India - Our client, School of Life, is a NGO that aims to create a world free of abuse and violence against...",2
"Print Neighbour's Hand for School of Life by Ogilvy India - Our client, School of Life, is a NGO that aims to create a world free of abuse and violence aga...",2
"Print Driver's Fingers for School of Life by Ogilvy India - Our client, School of Life, is a NGO that aims to create a world free of abuse and violence aga...",2
Integrated Media/360 Activation Touch The Pickle for Whisper by BBDO India - Â ,4
Digital The Story of Amit for Google Photos by MullenLowe Lintas Group,0
Case Study Chamki: The Girl from the Future Case Study for Lifebuoy by MullenLowe Group,4
Print Aeroplane for Philips Electronics India by Ogilvy India,1
Print Boat for Philips Electronics India by Ogilvy India,1
Print Cycle for Philips Electronics India by Ogilvy India,1
Television & Cinema Mamta's video CV for Make Love Not Scars by Ogilvy India,1
" Reuniting memories from 1947 for OLX by Leo Burnett India - OLX.in is a free local classifieds site. Sell anything from used cars to mobiles, furniture, l...",3
 DREAM2ADVANCE for  by BBDO India,4
Case Study The Race of Possible for Abbott by BBH Mumbai,4
 DREAM2ADVANCE for  by BBDO India,4
"Print ISIS for BlackSheep.Works by BlackSheep - When terrorism is ripping the world apart, it becomes our moral and social responsibility as conscientious...",2
"Print Al Qaeda for BlackSheep.Works by BlackSheep - When terrorism is ripping the world apart, it becomes our moral and social responsibility as conscienti...",2
"Print Daesh for BlackSheep.Works by BlackSheep - When terrorism is ripping the world apart, it becomes our moral and social responsibility as conscientious...",2
"Print ISIL for BlackSheep.Works by BlackSheep - When terrorism is ripping the world apart, it becomes our moral and social responsibility as conscientious...",2
"Web Film The Sons of Vikrant for Bajaj V by Leo Burnett India - In 1971, Indiaâs first aircraft carrier INS Vikrant played a decisive role in the historic...",2
"Television & Cinema Madhya Pradesh Toys for Madhya Pradesh Tourism by Ogilvy India - Relive the fun, carefree times of childhood in Madhya Pradesh! Shape-s...",2
Television & Cinema Britannia Cake Shararat for Britannia by Grey Group India - Grey Bangalore has launched a new campaign for New Britannia Cake in which...,2
"Web Film The worldâs first streets named after street kids for Door Step School by FCB India - Slums in India are a maze of hundreds of narrow, crisscrossi...",2
Television & Cinema Swachh Aadat Swachh Bharat for lifebuoy by PHD India - Watch and share Hindustan Unilever Limited's new video to know how three simple...,2
Web Film Rudaali for TAJ Entertainment Network by McCann Mumbai,1
"Television Buffalo ""One with Oneself"" for Buffalo by And and And - One with Oneself",3
Television & Cinema Basanti's video CV for Make Love Not Scars by Ogilvy India,1
"Television & Cinema Magician for PNB MetLife India Insurance Company Limited by McCann New Dehli - Riding high on the success of its digital campaigns, #Ha...",2
Web Film Candy Class for Radio City India by Grey Group India - A vast majority of radio listeners in India belong to economically weaker sections that can...,2
Case Study Troublemakers for SapientNitro by SapientNitro - We found that were still known for the âoldâ Sapient and not the ânewâ Sapient we had morphed i...,2
"Case Study #GodSaveTheOcean for Sprouts Environment Trust by Ogilvy India - The Ganesha festival is one of India's most celebrated festivals, during which...",2
"Print Road Safety 3 for Aerial Mobile - The idea is to showcase the danger of texting while driving in todayâs social networking milieu, which is impacting...",2
"Print Road Safety 2 for Aerial Mobile - The idea is to showcase the danger of texting while driving in todayâs social networking milieu, which is impacting...",2
"Print Road Safety 1 for Aerial Mobile - The idea is to showcase the danger of texting while driving in todayâs social networking milieu, which is impacting...",2
"Television We will take care of you, wherever you are/Samsung Service - Van for Samsung Services India by Cheil India - We'll take care of you, wherever yo...",2
Television & Cinema What's in trend and what's not  for Flipkart.com by Lowe Lintas India - Online retailer Flipkart plays on fear of fashion faux pas in L...,2
Radio In Her Womb There Is A Door for The Life Foundation by Ogilvy & Mather Asia Pacific - Every year 700 000 babies in Asia are aborted just because they...,2
Radio Mother Here In Your Womb for The Life Foundation by Ogilvy & Mather Asia Pacific - Every year 700 000 babies in Asia are aborted just because they ar...,2
Television & Cinema Tale of the Tiger  for Havells by MullenLowe Lintas Group - Wires that donât catch fire,4
Print Butts for Khaitan by J. Walter Thompson Kolkata,0
Print Socks for Khaitan by J. Walter Thompson Kolkata,0
Print Fish for Khaitan by J. Walter Thompson Kolkata,0
Digital The Dyslexic Captcha - Decoding Dyslexia for Jaslok Hospital by  Dentsu Webchutney,3
"Print Sujalam, the sky city for Bengal Aerotropolis by J. Walter Thompson Kolkata - Celebrate Home Coming",0
Television & Cinema Redfull Life for Samsonite RED by Innocean Worldwide,4
Television Rivaah Brides for Tanishq by Lowe Lintas India,0
Television Pyarelal Ke Bachpan Ka Pyar â The Love Story of Every Indian  for Rasna by Scarecrow M&C Saatchi - The film is the love story of a man named Pya...,2
Poster Panda for Concern for Kolkata by SoS Ideas,3
Poster Penguin for Concern for Kolkata by SoS Ideas,3
Web Film #MyDaughterWill for Hayiyya by  Wunderman Thompson South Asia,4
Digital Mr. Lamba Naam Butterflow Ballpen for Cello Pens by  Wunderman Thompson South Asia - Cello Butterflow pens are so super smooth that you donât just...,2
"Transportation & Vehicles It's not football, it's war  for Sony Six by  Wunderman Thompson South Asia - Sony ESPN plays up Fan Rivalry in latest La Liga ca...",2
Digital Perfume Portraits for Lux by  Wunderman Thompson South Asia,1
Print Pacifiers 2 for Wintech by  Wunderman Thompson South Asia,0
Print Pacifiers 1 for Wintech by  Wunderman Thompson South Asia,0
"Digital Frisking Booth for Indus Health Plus by  Wunderman Thompson South Asia - Touch, Feel, Check ",1
Digital EyeamIndian  for Northeast Today by  Wunderman Thompson South Asia - EyeAmIndian,4
Digital Meet your child's best friend for Good Knight by  Wunderman Thompson South Asia - #ChildrensPlayDayEveryday,4
"Public Relations The Truth Unveiled for IPRAS WomenforWomen by Serviceplan New Dehli - On March 8th, the news on the Indian TV channel NewsX will be presen...",2
Television United By Half for United Colors of Benetton by Creativeland Asia,1
Digital Honesty for Pepsi by  Wunderman Thompson South Asia,4
"Digital Junglee Rummy for Junglee Rummy New TVC by  Wunderman Thompson South Asia - Capturing the strategic insight of the gaming portal, the campaign high...",2
Outdoor/Out of Home Spray for Chilliguard by Addvisuals - The Brief: Women these days feel unsafe when they venture out in the open alone. There is always...,2
Television & Cinema #CrazyEnoughToChangeTheWorld for #CrazyEnoughToChangeTheWorld by No Ordinary Agency - To create the first social awareness library in t...,2
"Cinema Titan Jal Tarang  for Titan Edge Ceramic by Ogilvy Bangalore - The Titan Edge watch was first launched in 2002 and has come a long way since. Today,...",2
Web Film Generations of Care #TouchOfCare for Vicks by Publicis Singapore,4
Print #voiceforvictims for m-Indicator by  Bates CHI & Partners - By tolerating silently you abuse yourself,0
Print #voiceforvictims for m-Indicator by  Bates CHI & Partners - By tolerating silently you abuse yourself,0
Print #voiceforvictims for m-Indicator by  Bates CHI & Partners - By tolerating silently you abuse yourself,4
Television School for Justice for Free A Girl Movement India by J. Walter Thompson Amsterdam - The idea of the School for Justice was born 1.5 years ago. W...,2
Print Intestines for Sanctuary Nature Foundation by  Wunderman Thompson South Asia - Even nature can't digest everything. Dispose responsibly.,2
Web Film Pulse Candy  for DS Group by  Wunderman Thompson South Asia,4
"Print Pet Adoption - Dog for World For All by McCann Mumbai - 
In the fast paced city people always complain about not having time or space to do more. Tak...",2
Print Pet Adoption - Cat for World For All by McCann Mumbai - In the fast paced city people always complain about not having time or space to do more. Taki...,2
"Print Pet Adoption - Rabbit for World For All by McCann Mumbai - 
In the fast paced city people always complain about not having time or space to do more....",2
Television & Cinema Lloyd Unisex Washing Machine for Lloyd Unisex Washing Machine by RK Swamy BBDO,0
Web Film Durex Jeans for Durex by Havas India - Durex has created a condom designed to fit snugly and subtly into the pockets of Indiaâs younger generation...,2
Print The Dancing Letters for Maharashtra Dyslexia Association by McCann Mumbai,0
"Television & Cinema Epic Drama for Nokia by  Wunderman Thompson South Asia - An integrated idea that had legs in TV, webisodes, print and online took Nokia...",2
Others #LEGOBuildAmazing for Lego by Iris - Together with the LEGO Group we are on a continuing a mission to help parents nurture creativity â and in...,2
Case Study Dads #ShareTheLoad (integrated case) for Ariel by BBDO India,1
Web Film British Airways Discover the London you donât know for British Airways by OgilvyOne Worldwide,4
"Television Spread The Joy for Samsung by Cheil India -   The brief : 
Increase adoption rates of street dogs in india as animal shelters are crowded. Thoug...",2
Interactive Outdoor Experience Dettol Germbursters for Dettol by McCann Mumbai - Dettol has been actively encouraging the habit of hand washing in children...,2
Television Samsung Curved for Samsung - Samsung Curved,1
Television Adidas Tale of Two for adidas by Taproot Dentsu,4
Case Study The Dead Hour for NescafÃ© by McCann Mumbai,0
Web Film #EveryWomansRight for Astral Pipes by Lowe Lintas - An Indian plumbing brand has called for an end to the societal problem of open defecation in r...,2
Case Study A Newspaper Invests In The Future Of Democracy for Basant Rathore,0
Case Study Kheloge Toh Jeetoge for Hul Multibrand by PHD India,1
"Print Polar Bear for Sanctuary by J. Walter Thompson Delhi - This print ad campaign that we conceptualized and designed, conveys the message that with each...",2
"Print Tiger for Sanctuary by J. Walter Thompson Delhi - This print ad campaign that we conceptualized and designed, conveys the message that with each prin...",2
Print The Thread  for Peerless Hospital  by  Wunderman Thompson South Asia,0
"Case Study Savlon Healthy Hands Chalk Sticks for Salvon by Ogilvy India - Savlon wanted to promote the habit of using soap while hand-washing, particularly...",2
"Web Film To me, with love for Bluestone.com by Veda Productions",4
Web Film FYND- Still Stuck With The Old? for Fynd by Veda Productions,4
Web Film Eylina Cosmetics  for Eylina Cosmetics by Veda Productions,0
"Newspaper Ad dog for KamaSutra by FCB Interface - In India, the pull-out method is the most preferred contraceptive among couples. It is considered conveni...",2
"Newspaper Ad Horse for KamaSutra by FCB Interface - In India, the pull-out method is the most preferred contraceptive among couples. It is considered conve...",2
Web Film Godrej-Flaunt to Feed for Godrej Appliances by WATconsult,4
Case Study Adidas Odds for adidas by Taproot Dentsu - We created a special pair of shoes called âOddsâ that had a pair of 2 lefts or 2 rights t...,2
Digital #GiveHer5 for Public Service by Law & Kenneth Saatchi & Saatchi Mumbai,0
Branded Content Last Laugh for Palliative Care by Medulla Communications Pvt. Ltd.,3
"Direct Marketing Immunity Charm for Immunity Charm by McCann, Health - Remote areas, illiteracy and a traditional bias against vaccines mean that Afghanist...",2
"Digital Roads That Honk for HB Lubricants by Leo Burnett India - The Jammu-Srinagar highway in India is one of the world's deadliest roads, with 80% of car...",2
Case Study #ShareTheLoad for Ariel by BBDO India - A social movement to remove the cultural stain of gender.,3
Case Study Dads #ShareTheLoad - 2 for Ariel by BBDO India - A social movement to remove the cultural stain of gender.,0
Digital The Nations Bike for Bajaj by Leo Burnett India,1
Web Film Pocket Dentist for Colgate by Red Fuse,0
"Web Film #ReleaseThePressure (3mn22) for Mirinda by BBDO India - With summer approaching, Mirinda has hit the advertising front, but this time with a surpr...",2
Television & Cinema Iklan Raya for Malaysia Airlines by M&C Saatchi - Malaysia Airlines and M&C Saatchi have released an online video showing Hari Raya...,2
Web Film adidas Uprising #FanTheFire for adidas by Cheil India,1
Television Confession for Tata Sky by Ogilvy India - Tata Sky has launched a new ad campaign featuring veteran actor Sharmila Tagore. Consisting of three d...,2
Television First Date  for Tata Sky by Ogilvy India - Tata Sky has launched a new ad campaign featuring veteran actor Sharmila Tagore. Consisting of three...,2
Television First Fight for Tata Sky by Ogilvy India - Tata Sky has launched a new ad campaign featuring veteran actor Sharmila Tagore. Consisting of three...,2
Television & Cinema The Sum of Us  for Ancestry by Naked Creative Consultancy Inc. - Stash Capar of Toronto-based Sequoia Content directed this Ancestry Ca...,2
Television & Cinema #GoSafeOutside for Hamam by Ogilvy India - Hamam. Go safe outside.,3
Print Domino Effect 1 for Nestle by Arms Communication - Education can change.,0
Print Domino Effect 2 for Nestle by Arms Communication - Education can change.,0
Print Domino Effect 3 for Nestle by Arms Communication - Education can change.,0
Case Study Verbal Abuse for Aarti for Girls by The Social Street,0
Web Film Gamers Box 2.0 for KFC by Blink Digital,4
"Web Film This Friendship Day, Look Up for Vodafone by Ogilvy India",4
Web Film Inequality gets Learnt Equality needs Teaching for tata tea by Mullen Lintas ,4
Web Film #DeliverTheLove this Raksha Bandhan for Amazon India by Ogilvy Bangalore,1
Radio The Scientist for Dermaclinix by McCann Mumbai,4
Radio #NOTMUSICTOMYEARS for RNW Media by Ogilvy India,4
Web Film #DoorsOfIndia: A journey by Tata Pravesh for Pravesh doors by  Wunderman Thompson South Asia,1
Web Film #DoorsOfIndia: The Doorway to Heaven in Trichy - Ranganathaswamy Temple for Pravesh doors by  Wunderman Thompson South Asia,4
"Web Film #DoorsOfIndia: The Door of Diversities - Dwar Stambh, Patna Museum for Pravesh doors by  Wunderman Thompson South Asia",0
"Digital Baloo 1 for Open Source through Google - Brief: 
India isnât just a country, itâs a melting pot of culture with 22 official languages with above 10...",2
"Digital Baloo 2 for Open Source through Google - Brief: 
India isnât just a country, itâs a melting pot of culture with 22 official languages with above 10...",2
"Social Media Belongingness for Uber by Taproot Dentsu - In a similar style as their recently launched campaign âWhere to?â , Uber aims to build...",2
Television Bajaj Avenger Independence day Film for Bajaj Avenger by MullenLowe Lintas Group,0
Television Silk Glamor for Berger by  Wunderman Thompson South Asia - Berger Paints India Limited today announced a new ad campaign for the launch of their...,2
Television Saluting The Heroes Behind The Heroes for Hero by Law & Kenneth Saatchi & Saatchi Mumbai - #HeroSalutes is an attempt to bring the nationâs atte...,2
Web Film  Where do you want to be kissed? for ITC Engage by J. Walter Thompson Kolkata,0
"Television Old tubelights can embarrass you for Orient Electric by Contract Advertising - Orient Electric, part of the USD 1.6 billion CK Birla group, has...",2
Television McCafe for every moment... for McCafe by Leo Burnett India,0
Print Chocolate for Cyber Crime Awareness Society by J. Walter Thompson Delhi - Children go online as much as adults do nowadays. The chances of meeting st...,2
Print The Lollipop for Cyber Crime Awareness Society by J. Walter Thompson Delhi - Children go online as much as adults do nowadays. The chances of meeting...,2
Print Balloon for Cyber Crime Awareness Society by J. Walter Thompson Delhi - Children go online as much as adults do nowadays. The chances of meeting stra...,2
"Print Chimp for Sanctuary  by J. Walter Thompson Delhi - Animals unfortunately, cannot talk. And because they canât talk, they canât share. But imagine for...",2
"Print Seagull for Sanctuary  by J. Walter Thompson Delhi - Animals unfortunately, cannot talk. And because they canât talk, they canât share. B...",2
"Print Eagle for Sanctuary  by J. Walter Thompson Delhi - Animals unfortunately, cannot talk. And because they canât talk, they canât share. But imagine for...",2
"Print Mona Lisa for Jagran Prakashan by McCann, Health",0
Television Emmi Chai Latte 30sec for Emmi  by Mackat â Agentur fÃ¼r Markenberatung und Kommunikation,0
Web Film Samsung Indian Festival for Samsung  by Cheil Worldwide Inc.,3
